id_especialista,nombre,sede,zona
390,HECTOR EDUARDO ORTIZ,8,
70,JUANA CECILIA ESPINAL,23,S
5092,DIANA PATRICIA POTES,6,C
5182,CLINICA OFTALMOLOGICA UNA CUADRA COLEGIO CHAMPA,8,C
219,JAIRO CARDENAS CONTACTO,6,C
5064,JAIRO CARDENAS CONTACTO,6,C
305,JUANA CECILIA ESPINAL,24,S
4604,SAMMY OROZCO GARCIA,6,C
1631,JOSE LOPEZ HOLGUIN,6,C
398,ANA DEIBA JURADO,8,C
1658,EDGAR ORTIZ BUGA,6,C
1617,MARIA VICTORIA CELLY,6,N
1663,JESUS ENRIQUE CHAVES,6,C
5073,GLADYS VALENCIA,6,C
4210,JAIME BURITICA,6,
5076,RX ORAL DIGITAL CERO,6,C
1605,SARA MARIA GOMEZ,6,C
1618,NELLY CONSUELO HERNANDEZ,6,C
1628,ROSA MARIA ESPINOZA VASQU,6,C
1602,HERNAN ESCOBAR BUGA,6,C
1616,JORGE ARMANDO MARTINEZ,6,C
5152,JULIAN LEYES,6,C
5021,JULIAN LEYES,6,C
1675,MC DENTAL CLINIC,6,C
1676,MC DENTAL CLINIC,6,C
1677,MC DENTAL CLINIC,6,C
1678,MC DENTAL CLINIC,6,C
1679,MC DENTAL CLINIC,6,C
1680,MC DENTAL CLINIC,6,C
5164,JORNADA VISUAL FOMENTO,6,C
5189,FABIO HERNAN BUSTAMANTE,6,N
1906,CENTRO CARDIOLOGICO DEL VALLE LTDA,6,C
1640,LUIS E SANCHEZ - CONTACTO,6,C
1637,BUGA CENTRO MEDICO CAOVA,6,C
5018,CLINICA GUADALAJARA DE BUGA S.A,6,N
294,CLINICA GUADALAJARA DE BUGA S.A,6,C
297,CLINICA GUADALAJARA DE BUGA S.A,6,N
5009,CLINICA GUADALAJARA DE BUGA S.A,6,S
5016,CLINICA GUADALAJARA DE BUGA S.A,6,C
5029,CLINICA GUADALAJARA,6,
5025,CLINICA GUADALAJARA,6,C
5010,CLINICA GUADALAJARA DE BUGA S.A,6,S
165,MIGUEL ANGEL LOPEZ BUGA,6,C
1876,CENTRO CARDIOLOGICO DEL VALLE LTDA,6,C
5160,JACKELINE LARRAHONDO,17,C
228,CLINICA OFTALMOLOGICA DE BUGA LTDA,6,C
253,CENTRO CARDIOLOGICO DEL VALLE LTDA,6,C
254,ALVARO LOPEZ,6,C
4600,CENSALUD,6,C
1604,MARIA C PI§EROS BUGA,6,C
298,CLINICA LA  ERMITA,6,
5019,CLINICA LA ERMITA,6,
5026,CLINICA LA ERMITA,6,
5027,CLINICA LA ERMITA,6,
295,CLINICA LA HERMITA-BUGA,6,
5011,CLINICA LA ERMITA,6,C
5014,CLINICA LA ERMITA,6,C
5017,CLINICA LA ERMITA,6,
5020,CLINICA LA ERMITA,6,N
5022,CLINICA LA ERMITA,6,C
5024,CLINICA LA ERMITA,6,
5028,CLINICA LA ERMITA,6,
5036,JOHVANA TAMAYO BORJA,6,N
1130,LUIS ROMULO GUARIN FLOREZ,6,
1601,JHON JAIRO OSORIO,6,C
1608,MARTHA ISABEL BARBOSA,6,C
255,INVERSIONES OPTICOS MERCURIO,6,T
6005,CLINICA UCI DEL RIO S.A,6,C
6006,CLINICA UCI DEL RIO S.A,6,C
6007,CLINICA UCI DEL RIO S.A,6,C
6008,CLINICA UCI DEL RIO S.A,6,C
6009,CLINICA UCI DEL RIO S.A,6,C
6010,CLINICA UCI DEL RIO S.A,6,C
236,ANGGIE BERMUDEZ SPA BUGA,6,
258,CIMHE IPS LTDA,6,C
234,CENTRO OCUPACIONAL INTEGRAL BUGA S.A.S,6,C
5113,SYSTEM PLUS DE COLOMBIA BUGA S.A.S,6,C
5030,REDES IMAT S.A.S,6,C
1664,CENTRO DE REHABILITACION CRISME,6,C
5120,CENTRO DE REHABILITACION CRISME,6,C
5121,CENTRO DE REHABILITACION CRISME,6,C
1609,CENTRO DE REHABILITACION CRISME,6,C
1665,CENTRO DE REHABILITACION CRISME,6,C
1666,ENFERMERIA - CENTRO DE REHABILITACION CRISME,6,C
1672,AMBULANCIA/SAN MIGUEL SAS,6,C
4602,CENTRO DE REHABILITACION CRISME,6,C
1669,ANGELICA MARIA CARPINTERO,6,C
1671,DACARE IPS,6,C
1673,DACARE IPS,6,C
4601,DACARE IPS,6,C
1681,VET SANITAS CENTRO MEDICO VETERINARIO,6,C
1661,MARTHA ISABEL BARBOSA,6,N
90,JUAN CARLOS DEL CASTILLO,21,S
371,CLINICA FRACTURA,8,C
4603,ADRIANA LIBREROS ORTIZ,6,C
5195,CANOPY LAS ARDILLAS,8,C
5159,JACKELINE LARRAHONDO,17,S
5042,INGRID PORTIDLLO,17,C
5190,MONICA ALEXANDRA ABADIA,21,S
5123,CENTRO DE FISIOESTETICA SAKURA,17,C
5124,CENTRO FISIOESTETIK SAKURA S.A.S,17,C
5142,CENTRO FISIOESTETIK SAKURA S.A.S,17,S
6002,ANGELA PATRICIA GABALAN CONTACTO,23,S
6003,ANGELA PATRICIA GABALAN CONTACTO,23,S
6004,ANGELA PATRICIA GABALAN CONTACTO,23,C
250,VERONICA ISAZA,20,N
1670,DACARE IPS,6,C
1656,EDUARDO ANTONIO CRUZ G,6,C
5179,CENTRAL CARE SANTA MARTA,19,C
307,SONRISA DR. JHONATHAN ARCE,19,C
308,SONRISA DR.JHONATHAN ARCE,19,C
5771,OPTICA LAMI,19,C
5770,CENTRO DE IMAGENES DEL OCCIDENTE,8,S
389,OPTICA FAMILIAR,8,C
376,ALBERTO BOSSA YEPEZ,8,
377,CARLOS FERNANDO ROJAS,8,C
382,YUDI PATRICIA JARAMILLO,8,
386,ALBERTO BOSSA YEPEZ,8,C
399,MAURO EGAS,8,
5083,CARDIO IMAGENES DEL CAUCA,8,C
5181,CENTRO MEDICO LOS ANDES,8,C
379,NELSON ADOLFO LOPEZ,8,C
5003,SERGIO ARROYO,8,C
387,SILVIA ROSA  DE ALTUZARRA,8,
366,EDGAR ALTUZARRA,8,C
5001,JUAN MANUEL CONCHA,8,C
393,EFRAIN ZAPATA PORRAS,8,C
356,VICTOR JESUS RIVERA,8,C
375,VICTOR JESUS RIVERA,8,C
378,VICTOR JESUS RIVERA,8,C
360,MNG ODONTOLOGICA,8,C
368,MNG ODONTOLOGICO,8,C
388,MNG ODONTOLOGIA,8,C
5229,CENTRO DE DIAGNOSTICO PERINATAL,8,C
362,VICTOR MANUEL BONILLA,8,C
364,JAIME A MU OZ,8,C
380,HUGO ORLANDO SARRIA,8,C
373,PROFAMILIA,8,S
392,PROFAMILIA,8,C
5004,PROFAMILIA,8,S
5145,IMAGENES DIAGNOSTICAS QUILICHAO,17,C
339,JAIRO ASTUDILLO,17,C
341,JUAN MARIA GUEVARA*S.QUIL,17,C
342,CESAR ASTUDILLO,17,C
5154,YOLANDA VILLANI,17,S
338,CENTRO MEDICO CENTENARIO S.A.S,17,C
347,CENTRO MEDICO CENTENARIO S.A.S,17,C
352,CENTRO MEDICO CENTENARIO S.A.S,17,C
355,CENTRO MEDICO CENTENARIO S.A.S,17,C
5127,CENTRO MEDICO CENTENARIO S.A.S,17,S
5128,CENTRO MEDICO CENTENARIO S.A.S,17,C
5129,TIENDA NATURISTA SALUD Y BELLEZA,17,C
337,RADIOLOGIA ORAL Y DIGITAL CROMA,17,S
353,CENTRO MEDICO CENTENARIO S.A.S,17,C
354,CENTRO MEDICO CENTENARIO S.A.S,17,C
340,CENTRO MEDICO CENTENARIO S.A.S,17,S
5125,JORGE CONSUEGRA,17,C
5126,JORGE CONSUEGRA,17,C
5143,CARAMELO TORTAS Y POSTRES,17,C
336,JHON FABIO ZU§IGA,17,C
361,RODRIGO NOGUERA-POPAYAN,8,
363,RODRIGO NOGUERA,8,
391,FUNDACION OFTALMOLOGICA VEJARANO,8,C
5230,CESAR EDUARDO LEMOS,8,C
365,JOSE FERNANDO OSPINA,8,
5002,CLINICA DE FRACTURAS,8,C
345,PILAR RAMIREZ,17,C
346,TIENDA NATURISTA SALUD Y BELLEZA,17,S
349,SONRISA PERFECTA,17,S
350,SONRISA PERFECTA,17,S
5303,PROSANAR - APOYO MEDERI S.A.S,19,C
5304,PROSANAR - APOYO MEDERI S.A.S,19,C
5306,INSTITUTO NI OS CIEGOS Y SORDOS PALMIRA,1,C
5307,FUNDACION UNIVERSIDAD DEL VALLE PALMIRA,1,C
5308,ONCAA BOX,1,C
4614,DISCENTERS,6,C
4615,CLINICA GUADALAJARA DE BUGA S.A,6,C
3638,CENTRO MEDICO DEL PARQUE JAMUNDI S.A.S,18,S
5309,IPS CLINICA VIVA S.A.S,17,C
5311,IPS CLINICA VIVA S.A.S,17,C
5312,IPS CLINICA VIVA S.A.S,17,C
5320,IPS CLINICA VIVA S.A.S,17,C
5321,IPS CLINICA VIVA S.A.S,17,C
5322,IPS CLINICA VIVA S.A.S,17,C
5310,IPS CLINICA VIVA S.A.S,17,C
5323,IPS CLINICA VIVA S.A.S,17,C
5324,IPS CLINICA VIVA S.A.S,17,C
5325,IPS CLINICA VIVA S.A.S,17,C
4616,URGENCIAS MEDICAS S.A.S,6,C
5330,MEDISALUD,1,C
5331,MEDISALUD,1,C
5332,MEDISALUD,1,C
5333,MEDISALUD,1,C
5334,MEDISALUD,1,C
5335,MEDISALUD,1,C
5336,MEDISALUD,1,C
5338,CENTRO DE REHABILITACION CARDIOPULMONAR,1,C
5339,CENTRO DE REHABILITACION CARDIOPULMONAR,1,C
5340,ELADIO LUIS POLO MONTES,6,S
5341,OPTICA MERCURIO,6,C
5342,JOSE MARIA WILCHES,1,C
5344,MC DENTAL CLINIC,6,C
5345,MEDICIN,19,C
5346,CLINICA UCI DEL RIO S.A,6,C
5347,ELADIO LUIS POLO MONTES,6,S
5348,SONRISA PERFECTA,6,C
5349,CLAUDIA MARCELA COLLAZOS,1,C
5350,SONRISA PERFECTA,6,C
5351,GERMAN VICENTE CARDONA VALLECILLA,1,C
3241,CENTRO DE ATENCION ESPIRAL LTDA,18,S
3698,CENTRO DE ATENCION ESPIRAL LTDA,18,S
3699,CENTRO DE ATENCION ESPIRAL LTDA,18,S
3788,CENTRO DE ATENCION ESPIRAL LTDA,18,S
3789,CENTRO DE ATENCION ESPIRAL LTDA,18,S
3790,CENTRO DE ATENCION ESPIRAL LTDA,18,S
3243,DIANA MARIA ROMAN ARCE,18,S
3247,SANDRA MARIA LOPEZ JIMENEZ,18,S
3254,OSCAR HERNAN OSORNO GOMEZ,18,S
5352,MAYRA ALEJANDRA JIMENEZ,1,C
5354,GAMANUCLEAR LTDA,1,C
5355,LUIS FERNANDO RENGIFO,17,N
5356,PABLO ANDRES GUDI√±O BENAVIDES,6,N
5357,MARTHA LUCIA ROZO ACOSTA,17,N
5358,CENEMED QUILICHAO,17,N
5359,CENTRO MEDICO NUESTRA SE√±ORA LAS LAJAS,1,C
5360,CENEMED QUILICHAO,17,N
5361,CENEMED QUILICHAO,17,N
5362,CENEMED QUILICHAO,17,N
5363,CENEMED QUILICHAO,17,N
5364,CENEMED QUILICHAO,17,N
5365,CENEMED QUILICHAO,17,N
5366,CENEMED QUILICHAO,17,N
5367,CENEMED QUILICHAO,17,N
5368,CENEMED QUILICHAO,17,N
5369,CENEMED QUILICHAO,17,N
5370,CENEMED QUILICHAO,17,N
5371,CENEMED QUILICHAO,17,N
5372,CENEMED QUILICHAO,17,N
5373,CENEMED QUILICHAO,17,N
5374,CENEMED QUILICHAO,17,N
7233,PEDRO NIEVES OVIEDO,6,C
5375,KAREN ANDREA DOMINGUEZ,1,C
5376,PABLO CESAR FONTALVO,1,C
400,GRUPO MEDICO ESPECIALIZADO AIREC,2,S
401,GRUPO MEDICO ESPECIALIZADO AIREC,2,S
402,GRUPO MEDICO ESPECIALIZADA AIREC,2,S
403,GRUPO MEDICO ESPECIALIZADO AIREC,2,S
404,HUGO DUQUE AIREC,2,N
405,GRUPO MEDICO ESPECIALIZADO AIREC,2,S
406,S.DOLLY ARISTIZABAL C.P,2,S
407,SONRISA PERFECTA,2,S
408,ALEXANDRA LLANOS,2,N
409,ALVARO KAFURY,2,N
410,CARMEN DIAZ CLINICA SANTA,2,
411,SUR. ANDRES FELIPE MORALE,2,
412,S.FERNANDO PARODY,2,S
413,SUR.CARLOS CLAROS MEDINTE,2,
414,SALUD OCUPACIONAL,2,N
415,CLAUDIA FERNANDA BERRIO,2,
416,CLAUDIA ELISA MONTOYA O,2,N
417,CLAUDIA RUEDA,2,N
418,MASTER  SALUD,2,N
423,SUR.CARLOS JORGE BOTERO,2,
424,DIANA TOBON CARMONA,2,S
425,DIEGO FERNANDO CORDOBA,2,O
427,DIONY RODRIGUEZ,2,S
428,FABIAN A FORERO SIN INIC,2,
429,EDDA MARINA AFANADOR,2,S
430,SUR.EDER ANTONIO VILLAMAR,2,
431,EDGAR DELGADO,2,N
432,EDUARDO PEREA VIVAS,2,N
433,S.ELIECER GUEVARA CALDA,2,S
434,FABIAN REYES,2,
435,CENTRO MEDICO TEQUENDAMA IPS,2,S
438,GAMANUCLEAR LTDA,2,N
439,GONZALO ZUNIGA,2,N
440,GRUPO ESCANOGRAFICO,2,S
441,GRUPO RADIOLOGICO DE LA CRUZ,2,S
442,MEDINUCLEAR DEL VALLE,2,N
443,J0RGE ALEJANDRO SOTO DENT,2,
444,CLINICA DEL COLON RECTO Y ANO S.A.S,2,S
445,HUGO DARIO JIMENEZ,2,S
446,SUR.RENACER VITAL ALEXAND,2,
447,FUNDACION SALUVITE,2,S
448,INSTITUTO OCULAR DE OCCIDENTE,2,N
449,INSTITUTO PARA NINOS CIEGOS Y SORDOS,2,S
450,SUR.ALEXANDRA GARCES RENA,2,
451,ISMAEL SARRIA,2,S
452,JAIME ALFONSO MOLINA Q,2,N
453,SUR.ADRIANA VASQUEZ PARA,2,
454,CLINICA DE OCCIDENTE,2,
455,JAIME ALVAREZ,2,
456,LUIS JAVIER ALUMA,2,S
457,LUIS JAVIER ALUMA SANCHEZ,2,
458,JAVIER FERNANDO GUTIERREZ,2,S
459,JAVIER MAURICIO RICO URRE,2,
460,JESUS VALENCIA,2,
461,JORGE ENRIQUE MORALES,2,N
462,DAVID Y CAMELIA,2,N
463,JORGE FERNANDO ISAZA GARC,2,
464,JORGE LOZANO ALARCON,2,S
465,JOSE FERNANDO DIAZ,2,E
466,JOSE IGNACION LEON OLIVA,2,S
467,JUAN CARLOS RENGIFO BERNA,2,
468,JUAN CARLOS RENGIFO BERNA,2,
469,  EDMUNDO FERNANDEZ V,2,S
471,LUIS ARTURO ACOSTA,2,N
472,LUZ ANGELA LOZANO ORTIZ,2,
473,MARIA MANUELA LONDO—O VIL,2,
474,MARCELA CUCALON HERRERA C,2,N
475,MARCO EMILIO OCAMPO R,2,N
476,MARCO ANTONIO REYES,2,S
477,SUR.CENTRO MEDICO SANTIAG,2,
478,MARCO EMILIO OCAMPO R,2,N
479,SUR.ED CONSUMEDICO MARIA,2,
480,MARIA ISABEL PAZ      M,2,S
481,MARTHA CIFUENTES,2,S
482,MAURICIO COPETE ORTIZ,2,S
483,PAOLA RANGEL,2,S
484,SUR. PAOLA RANGEL ORTEGA,2,
485,SUSANA BURBANO,2,
486,SUR.HUGO ERNESTO PEÒA SAN,2,
487,LUZ ELENA MOLINA FISIOSAL,2,
488,ODONTOCLASS VANESSA CAMAC,2,
492,RAFAEL MEDINA FERNANDEZ,2,
493,SUR.EDIFICIO ENLACE CORPO,2,
494,RIESGO DE FRACTURA S.A,2,S
495,SUR.EDIFICIO ENLACE CORPO,2,
496,ROSA MARIA HERNANDEZ,2,S
497,SUR.SERSCO LTDA SERVICIOS,2,
498,SALUD OCUPACIONAL,2,N
499,SANTIAGO CUCALON,2,S
500,SONIA KAFURY DE SANCHEZ,2,N
501,TITO LIVIO DELGADO VACA,2,
505,WALTER MARIN MARTINEZ,2,S
506,SUR.WALTER MARIN MARTINEZ,2,S
507,NIDIA ELVIRA RAMIREZ ORDO,2,
508,NIRAY RIZARALDE,2,
509,OPTICAS UNIDAS DE COLOMBI,2,
510,SUR.MD NEFROLOGO CLINICA,2,
511,ELIANA CRUZ GRUPO ESPECIA,2,
512,GRUPO ESPECIALIZADO,2,
514,LUZ STELLA GUTIERREZ,2,
515,RAFAEL MARQUEZ UNILABI,2,
516,ANTONIO QUINTERO UNILABI,2,
517,LILIAN C ORTIZ UNILABI,2,
518,CONTACT VISION Y CIA LTDA,2,
519,HECTOR IVAN SANCHEZ,2,
520,OLGA LUCIA URIBE MULTITER,2,
521,MD UROLOGO PEDIATRA SALUS,2,
522,ZULENTE VTA DE LENTES,2,
523,GRUPO MEDICO ESPECIALIZADO AIREC,2,S
524,EUDOXIA FLOREZ LABORATORI,2,
525,PEDRO ANTONIO DONCEL,2,
526,SALUD OCUPACIONAL,2,N
527,ARIANE SANCHEZ SALUD OCUP,2,
528,MASTER SALUD,2,N
529,MD PSICOLOGIA LAURA BASTI,2,
530,SALUD OCUPACIONAL,2,N
531,SALUD OCUPACIONAL,2,N
532,SALUD OCUPACIONAL,2,N
533,HUGO EFRAIN MARTINEZ UNIC,2,
534,LAZARO DIAZ UNICA,2,
535,LUZ MARINA GIRALDO UNICA,2,
536,FRANSISCO ROSAS BAZANTE U,2,
537,FABIO ALONSO FLOREZ UNICA,2,
538,JOSE ANTONIO COSTA UNICA,2,
539,ANTONIO JOSE MADRID LABOR,2,
540,EFRAIN GIL RONCANCIO LABO,2,
541,MIGUEL EDUARDO ANDRADE LA,2,
542,PATRICIA CARDONA LABORATO,2,
543,CLINICA VERSALLES,2,
544,ANA KAFURY,2,S
545,MARGARITA ROJAS UNISALUD,2,
546,UNISALUD POPULAR,2,
547,NUTRICION SANTIAGO DE CAL,2,
548,GABRIEL TELLEZ,2,N
549,MD MEDICO GENERAL CRIS LT,2,
550,LUIS ALONSO JARAMILLO,2,N
551,PROFES DE LA SALUD CRIS,2,S
552,HERNANDO GARRIDO SANTIAGO,2,
553,ANIBAL HURTADO SANTIAGO D,2,
554,SUR.NEFROLOGIA PEDIATRICA,2,
555,NEFROLOGO SANTIAGO DE CAL,2,
556,ALEJANDRA MUÒOZ SANTIAGO,2,
557,MD MEDICINA GENERAL SANTI,2,
558,MD DERMATOLOGIA SALUS,2,
559,FUNDACION SALUD HOMBRE,2,S
560,ADRIANA CUENCA ODONTOCLAS,2,
561,MD URGENCIAS SANTIAGO DE,2,
562,MD ENDOCRINOLOGIA CLUB NO,2,N
563,CLINICA SAN FERNANDO,2,S
566,MD GINECOLOGIA SANTIAGO D,2,
568,SUR.MONICA CABRERA TELLO,2,
569,  CLINICA SAN FERNANDO,2,S
570,FUNDACION VALLE DEL LILI,2,
571,MD ODONTOLOGIA INST. CIEG,2,
572,QX CARDIOPEDIATRA FUNDACI,2,
574,PLAN CIGUEÒA SANTIAGO DE,2,
575,ERNESTO L CUADROS SANTIAG,2,
578,MD INFECTOLOGO FUNDACION,2,
579,ZYNKO SALUD,2,S
580,JUAN PABLO ACEVEDO SANTIA,2,
581,GERARDO PAREDES SANTIAGO,2,
582,JULIAN R VILLA SANTIAGO D,2,
583,CENTRO MEDICO TEQUENDAMA IPS,2,S
584,MD MANRRIQUE SANTIAGO DE,2,
585,CESAR A CRUZ SANTIAGO DE,2,
588,SUR.TRA LA LA GLORIA R ID,2,
589,VIP SECURITY LTDA,2,S
590,BENJAMIN NARVAEZ SANTIAGO,2,
591,MD DERMATOLOGIA SANTIAGO,2,
592,DR ZORRILLA SANTIAGO DE C,2,
593,MARCO EMILIO OCAMPO SANTI,2,N
595,JOSE MILLAN SANTIAGO DE C,2,
597,FERNANDO SANCHEZ SANTIAGO,2,
598,BERNARDO HERRERA SANTIAGO,2,
599,FEDOR L SALAZAR SANTIAGO,2,
601,OSWALDO CHARRY,2,
602,INSTITUTO OCULAR DE OCCIDENTE,2,N
603,INSTITUTO OCULAR DE OCCIDENTE,2,N
604,INSTITUTO OCULAR DE OCCIDENTE,2,N
605,CLARA S DUARTE INS OCULAR,2,
606,PABLO J GUERRERO INS OCUL,2,
607,GERMAN H MONTOYA INS OCUL,2,
608,FRANSISCO GIRALDO INS OCU,2,
609,JAIME MONTOYA INS OCULAR,2,
610,CARLOS PINEDA INS OCULAR,2,
611,MIGUEL ANGEL LOPEZ,2,
612,INSTITUTO OCULAR DE OCCIDENTE,2,N
613,INS OCULAR ESPECIALIDAD,2,N
614,GUILLERMO A YORY INS OCUL,2,
615,GERMAN SUAREZ INS OCULAR,2,
617,JAIME SOLANO SOLO MARTES,2,N
618,MAXIMILIANO PARRA LABORAT,2,
619,FERNANDO GARCES LABORATOR,2,
621,MEDICO GENERAL UNILABI,2,
622,BACHIR CAFARZUSA UNILABI,2,
623,MARIA ISABEL GARCIA UNILA,2,
624,MD PSICOLOGIA MASTERSALUD,2,
625,JULIANA MEJIA UNILABI,2,
626,MARIA DE LA CRUZ GONZALEZ,2,
627,CLAUDIA MARCELA RUBIO,2,
630,WILLIAM IZQUIERDO,2,S
631,ANGELA MARIA HORMAZA,2,S
632,MARIA DEL PILAR QUINTERO,2,S
633,ZYNKO SALUD,2,S
634,CARDIOSALUD  LTDA,2,N
635,INSTITUTO PARA NINOS CIEGOS Y SORDOS,2,S
636,INSTITUTO PARA NINOS CIEGOS Y SORDOS,2,S
637,INSTITUTO PARA NINOS CIEGOS Y SORDOS,2,S
638,INSTITUTO PARA NINOS CIEGOS Y SORDOS,2,S
639,INSTITUTO PARA NINOS CIEGOS Y SORDOS,2,S
640,MARCO A HERNANDEZ DENTA,2,
641,DENTA PERIODONCIA,2,
642,JULIETH ESPINAL DENTA,2,
643,RAMIRO MERCADO DENTA,2,
644,GUSTAVO ARROYABE DENTA,2,
645,MARIA T ARZUZA DENTA,2,
646,LORENA DIAZ DENTA,2,
647,FABIAN A MONTOYA DENTA,2,
648,JORGE ALEJANDRO SOTO DENT,2,
649,MD NEURO-PEDIATRIA CLUB N,2,
650,NESTOR ALZATE,2,
651,HENRY ESCOBAR,2,
652,  MARITZA   TRUJILLO,2,S
653,SUR.PEDIMED PATRICIA LOPE,2,
654,CLINICA BASILIA S.A.,2,S
655,INSTITUTO PARA NINOS CIEGOS Y SORDOS,2,S
658,ELVIS RAYNERO RUIZ RUIZ,2,S
660,EDGAR BEDOYA,2,N
661,MARTHA MATEUS,2,S
662,CARLOS ALBERTO  CALLE,2,S
663,HENRY GARCIA,2,
664,GUSTAVO PULIDO HERNANDEZ,2,N
666,MIGUEL VELASQUEZ VERA,2,S
667,GIMNASIO CUERPOS ETHEL RA,2,
668,MD DERMATOLOGIA CLINICA V,2,
669,FERNANDO VERNAZA,2,N
670,MD TRAUMATOLOGIA CLINICA,2,
671,MD GINECOLOGIA CLINICA VE,2,
672,JUAN CARLOS BERON,2,S
673,GIUSSEPPE AGUADO,2,N
674,LUIS ALFONSO GOMEZ,2,
675,FUNDACION PREVRENAL,2,S
676,MD CIRUGIA GENERAL CLINIC,2,
677,CLUB NOEL HOSPITAL,2,S
678,YOLANDA CAICEDO SANDOVAL,2,S
679,PROFESIONALES DE LA SALUD CRI,2,S
682,LABORATORIO CARLOS CUELLO,2,S
683,PROFESIO DE LA SALU CRI,2,S
684,WILLIAM ERASO CRIS LTDA,2,S
685,LUIS ALFONSO GOMEZ,2,N
686,EDGAR BEDOYA,2,N
687,INSTITUTO PARA NINOS CIEGOS Y SORDOS,2,S
688,SUR.DAVID TORO PEREA,2,
689,RADIOTERAPIA IMBANACO,2,S
690,OPTICA DANNY,2,S
691,CENTRO MEDICO TEQUENDAMA IPS,2,S
692,OTTO GERARDO CALDERON GUERRERO,2,S
693,EDUARDO PEREA,2,S
694,CTRO REHABILITACION CRIS,2,
696,GAMANUCLER LTDA,2,N
697,RAMIRO CUCALON,2,
698,CLUB NOEL HOSPITAL,2,N
699,ALVARO ARTURO BASTIDAS,2,S
700,VICTOR SALAZAR,2,
701,BENJAMIN NARVAEZ SANTIAGO,2,
702,LILIANA MARGARITA PALACIO,2,
703,CLINICA ESPECIALIZADA ODONTOPREVENIR,2,S
704,CENTRO ODONTOLOGICO ODONT,2,
705,CENTRO ODONTOLOGICO ODONT,2,
706,SUR.CENTRO ODONTOLOGICO O,2,
707,CENTRO ODONTOLOGICO ODONT,2,
708,CENTRO ODONTOLOGICO ODONT,2,
709,CLINICA ESPACIALIZADA ODONTOPREVENIR,2,N
710,CENTRO ODONTOLOGICO ODONT,2,
711,MEDICINA ESTETICA MARIA S,2,
712,DENTAL ORTHODONTICS,2,S
714,ADRIANA MONTES UNILABI,2,
715,YAMILETH ARIAS UNILABI,2,
716,SUR.PATRICIA TORO,2,
717,JUAN FERNANDO VALENCIA,2,S
718,OSCAR GUTIERREZ NUCLEO PR,2,
719,MD DERMATOLOGIA CLUB NOEL,2,S
720,MD TRAUMATOLOGO-PEDIATRIC,2,
721,CLUB NOEL HOPITAL,2,S
722,MD OTORRINOLARINGOLOGIA C,2,
723,JORGE OCAMPO,2,
724,LUIS ALONSO JARAMILLO,2,N
725,MANUEL ANTONIO LOPEZ GARC,2,
726,HERIBERTO PARRA YUMBO,2,
727,HERIBERTO PARRA,2,
728,ALEJANDRA LOPEZ UNILABI,2,
729,PROFESIONALES SALUD CRISS,2,S
730,CARLOS AUGUSTO SARMIENTO,2,
731,ESTETICA Y TERAPIAS TEQUENDAMA SAS,2,S
732,ESTETICA Y TERAPIAS TEQUENDAMA SAS,2,S
733,MARIA CONSUELO GARCIA CTR,2,
734,CARLOS AUGUSTO SARMIENTO,2,
735,LUCY MILLAN,2,N
736,S.MONICA IBARRA,2,S
737,CLUB NOEL HOSPITAL,2,S
738,LUIS EDUARDO BOTERO,2,S
739,UNISALUD POBLADO,2,
740,LABORATORIO PULMONAR JAIR,2,
741,JOHN J SANCHEZ BLANDON,2,S
742,DIEGO GARCIA,2,S
743,MARTHA CECILIA RICO,2,S
744,CLINICA VISION JAIRO NARV,2,N
745,IPS LAS CEIBAS,2,
746,IPS LAS CEIBAS,2,
747,FUNDACION CIRENA ANTONIO,2,
748,PROFESIONALES DE LA SALUD CRISS,2,S
749,MD MEDICO GENERAL CLINICA,2,
750,ERNESTO MARTINEZ,2,S
752,MARIA XIMENA PAZ,2,S
753,SUR.JAIME HOLGUIN R,2,
754,JUAN PABLO ACEVEDO,2,S
755,ADOPTICA ADRIANA GONZALEZ,2,
756,MD GINECOLOGIA CLINICA TE,2,
757,PATRICIA TORO,2,
758,JUAN FERNANDO VALENCIA,2,S
759,SUR.OFTALMOLOGOS DEL VALL,2,
760,MARTHA LUCIA TELLO,2,S
761,MONICA BRAVO,2,S
762,  ADRIANA VASQUEZ,2,S
763,MARCO ABEL PE§A,2,S
764,JESUS ENRIQUE CHAVES,2,
765,VIVIAN PIEDAD CATAÒO,2,
766,S.OSCAR SALDARRIAGA,2,S
767,MD URGENCIAS CLINICA TEQU,2,
768,JUAN CARLOS MAYA,2,N
769,PATRICIA RIVERA-OIR AUDIOGIA E.U,2,S
770,JOSE I LEON BUENAVENTURA,2,
771,RUBEN ALBERTO CUARTAS,2,S
772,JUAN CARLOS DEL CASTILLO,2,N
773,CENTRO MEDICO FLORIDA,2,
774,CARLOS ZAFRA,2,
775,IRIS CASTAÒO,2,
776,MARICELLY OSSA,2,
777,MD TRAUMATOLOGIA CLINICA,2,
778,SUR.HECTOR RICARDO NARVAE,2,
779,MASTER SALUD,2,N
780,TOMAS ANDRADE OTOLOGO-OTO,2,N
781,RAMON Y CAJAL MD UROLOGIA,2,
782,JORGE ALBERTO CORTES CAST,2,N
783,ENDOCIRUJANOS LTDA,2,S
784,ENDOCIRUJANOS LTDA,2,S
785,MEDINUCLEAR DEL VALLE,2,S
786,MD VALORACION QX CLINICA,2,
787,MD VALORACION QX FARALLON,2,
789,MARIA DEL PILAR MARULANDA,2,N
